LIDAMSIDOB	group	priv_year
1017354529	city-owned	missing
1017444587	city-owned	missing
1017136998	privatized	2001-2005
1017375283	city-owned	missing
1017064059	city-owned	missing
1017027986	city-owned	missing
1017066311	privatized	>2005
1017451583	city-owned	missing
1017036373	city-owned	missing
1017428816	privatized	>2005
1017432252	city-owned	missing
1017373671	privatized	>2005
1017436231	city-owned	missing
1017352780	privatized	>2005
1017352194	privatized	2001-2005
1017397104	city-owned	missing
1017069751	privatized	2001-2005
1017078157	privatized	>2005
1017451702	city-owned	missing
1017075387	city-owned	missing
1017400083	city-owned	missing
1017354626	city-owned	missing
1017352771	privatized	>2005
1017352232	privatized	2001-2005
1017137129	city-owned	missing
1017444871	privatized	2001-2005
1017029504	privatized	2001-2005
1017036781	privatized	2001-2005
1017034354	privatized	>2005
1017143226	city-owned	missing
1017431205	privatized	>2005
1017186995	privatized	>2005
1017443912	privatized	2001-2005
1017066787	privatized	>2005
1017143072	privatized	2001-2005
1017065381	privatized	2001-2005
1017435618	privatized	2001-2005
1017428476	privatized	2001-2005
1017032301	city-owned	missing
1017382255	city-owned	missing
1017417458	city-owned	missing
1017078271	privatized	2001-2005
1017186383	city-owned	missing
1017064512	privatized	2001-2005
1017036446	privatized	>2005
1017068526	privatized	2001-2005
1017073520	privatized	>2005
1017076596	city-owned	missing
1017080071	city-owned	missing
1017031436	city-owned	missing
1017064768	privatized	2001-2005
1017034974	privatized	>2005
1017067457	privatized	>2005
1017039054	privatized	>2005
1017080127	city-owned	missing
1017146586	city-owned	missing
1017074372	privatized	>2005
1017029571	city-owned	missing
1017063699	privatized	2001-2005
1017042322	city-owned	missing
1017074852	privatized	2001-2005
1017401748	city-owned	missing
1017444838	privatized	2001-2005
1017033048	privatized	>2005
1017144478	city-owned	missing
1017146381	city-owned	missing
1017029971	city-owned	missing
1017032246	city-owned	missing
1017417741	city-owned	missing
1017437734	privatized	2001-2005
1017073601	privatized	2001-2005
1017352046	privatized	>2005
1017033129	privatized	>2005
1017134201	privatized	2001-2005
1017147183	privatized	2001-2005
1017139237	privatized	>2005
1017036331	city-owned	missing
1017451958	privatized	2001-2005
1017347514	privatized	2001-2005
1017064857	privatized	>2005
1017144222	privatized	>2005
1017144028	privatized	>2005
1017352216	privatized	2001-2005
1017038163	privatized	>2005
1017134731	city-owned	missing
1017028567	city-owned	missing
1017070849	city-owned	missing
1017038945	privatized	2001-2005
1017341851	privatized	>2005
1017397147	city-owned	missing
1017445851	privatized	2001-2005
1017034303	privatized	>2005
1017443084	privatized	2001-2005
1017035351	privatized	2001-2005
1017352623	privatized	2001-2005
1017425434	privatized	>2005
1017335036	privatized	2001-2005
1017072345	city-owned	missing
1017076545	city-owned	missing
1017445923	privatized	2001-2005
1017138001	privatized	>2005
1017073261	privatized	>2005
1017038686	privatized	>2005
1017140855	privatized	2001-2005
1017438064	privatized	>2005
1017035091	privatized	>2005
1017069913	privatized	2001-2005
1017030944	city-owned	missing
1017352178	privatized	2001-2005
1017070105	privatized	2001-2005
1017143056	city-owned	missing
1017075239	city-owned	missing
1017436461	privatized	2001-2005
1017071772	privatized	>2005
1017352992	privatized	>2005
1017077908	city-owned	missing
1017432082	privatized	2001-2005
1017076847	privatized	2001-2005
1017037248	privatized	>2005
1017186944	privatized	>2005
1017391173	privatized	>2005
1017068267	privatized	2001-2005
1017437661	city-owned	missing
1017036217	city-owned	missing
1017035172	privatized	2001-2005
1017036225	city-owned	missing
1017186618	privatized	>2005
1017144460	city-owned	missing
1017450943	city-owned	missing
1017139881	privatized	2001-2005
1017143391	privatized	2001-2005
1017436444	privatized	2001-2005
1017352313	privatized	2001-2005
1017436312	privatized	>2005
1017147035	privatized	2001-2005
1017146985	privatized	>2005
1017034818	privatized	>2005
1017353166	privatized	>2005
1017367051	city-owned	missing
1017037841	city-owned	missing
1017066922	privatized	2001-2005
1017140774	city-owned	missing
1017352275	privatized	2001-2005
1017371393	privatized	>2005
1017443475	privatized	2001-2005
1017437220	privatized	>2005
1017136815	city-owned	missing
1017034834	privatized	>2005
1017036462	city-owned	missing
1017067554	privatized	2001-2005
1017037582	privatized	>2005
1017445958	privatized	>2005
1017182299	privatized	2001-2005
1017067759	privatized	>2005
1017452776	city-owned	missing
1017402051	city-owned	missing
1017144494	city-owned	missing
1017036161	privatized	2001-2005
1017144338	city-owned	missing
1017435901	privatized	2001-2005
1017031517	city-owned	missing
1017033463	city-owned	missing
1017078602	city-owned	missing
1017034346	city-owned	missing
1017064521	city-owned	missing
1017077495	city-owned	missing
1017436304	privatized	>2005
1017071454	privatized	2001-2005
1017076278	city-owned	missing
1017435171	privatized	2001-2005
1017186936	city-owned	missing
1017389675	city-owned	missing
1017065659	privatized	2001-2005
1017076987	privatized	>2005
1017035881	privatized	2001-2005
1017182922	privatized	2001-2005
1017352127	privatized	2001-2005
1017431418	privatized	>2005
1017112177	privatized	>2005
1017037710	privatized	>2005
1017426741	privatized	2001-2005
1017069611	privatized	2001-2005
1017444005	privatized	2001-2005
1017074577	city-owned	missing
1017352496	privatized	2001-2005
1017077436	privatized	>2005
1017397295	city-owned	missing
1017368767	city-owned	missing
1017069824	privatized	2001-2005
1017396469	city-owned	missing
1017438251	privatized	>2005
1017434441	privatized	>2005
1017072558	city-owned	missing
1017144087	city-owned	missing
1017438099	privatized	>2005
1017038511	privatized	>2005
1017030693	city-owned	missing
1017071497	privatized	2001-2005
1017143480	city-owned	missing
1017071241	privatized	2001-2005
1017080089	city-owned	missing
1017437629	privatized	>2005
1017033277	privatized	2001-2005
1017443769	privatized	>2005
1017141436	city-owned	missing
1017397244	city-owned	missing
1017028931	city-owned	missing
1017452288	city-owned	missing
1017141347	city-owned	missing
1017437173	privatized	>2005
1017445907	privatized	2001-2005
1017353000	city-owned	missing
1017444013	privatized	2001-2005
1017069689	privatized	2001-2005
1017400962	city-owned	missing
1017139733	privatized	>2005
1017078122	city-owned	missing
1017064822	city-owned	missing
1017033234	privatized	>2005
1017142602	privatized	>2005
1017075778	privatized	2001-2005
1017067503	privatized	2001-2005
1017036187	city-owned	missing
1017064881	privatized	2001-2005
1017444641	privatized	>2005
1017033064	privatized	>2005
1017077134	privatized	2001-2005
1017143315	city-owned	missing
1017073457	privatized	>2005
1017443742	privatized	>2005
1017078289	privatized	2001-2005
1017443998	privatized	2001-2005
1017144168	city-owned	missing
1017069760	privatized	>2005
1017142637	city-owned	missing
1017353042	privatized	2001-2005
1017107211	city-owned	missing
1017140758	privatized	2001-2005
1017063982	privatized	2001-2005
1017437751	privatized	>2005
1017075956	privatized	>2005
1017151164	privatized	>2005
1017135959	city-owned	missing
1017352461	privatized	2001-2005
1017444633	city-owned	missing
1017353158	privatized	>2005
1017071420	privatized	2001-2005
1017111961	city-owned	missing
1017186561	privatized	2001-2005
1017431221	privatized	>2005
1017139326	privatized	>2005
1017143854	city-owned	missing
1017068747	city-owned	missing
1017333475	city-owned	missing
1017039739	privatized	>2005
1017031886	city-owned	missing
1017080321	privatized	>2005
1017074968	privatized	>2005
1017150001	city-owned	missing
1017402043	city-owned	missing
1017451885	privatized	2001-2005
1017065764	privatized	2001-2005
1017144451	city-owned	missing
1017070750	privatized	2001-2005
1017071276	privatized	2001-2005
1017029857	city-owned	missing
1017452661	city-owned	missing
1017431531	privatized	>2005
1017034664	city-owned	missing
1017069239	privatized	2001-2005
1017076812	privatized	2001-2005
1017076910	city-owned	missing
1017434832	privatized	2001-2005
1017065250	privatized	2001-2005
1017080381	privatized	>2005
1017139555	city-owned	missing
1017137790	privatized	2001-2005
1017139172	privatized	2001-2005
1017036942	city-owned	missing
1017035245	privatized	>2005
1017428794	city-owned	missing
1017450838	city-owned	missing
1017106002	city-owned	missing
1017445028	privatized	2001-2005
1017037230	city-owned	missing
1017067074	privatized	2001-2005
1017034281	privatized	>2005
1017070547	privatized	2001-2005
1017353140	privatized	>2005
1017069069	privatized	2001-2005
1017067465	privatized	>2005
1017146349	city-owned	missing
1017139563	city-owned	missing
1017069051	privatized	>2005
1017071209	city-owned	missing
1017069573	privatized	>2005
1017066141	city-owned	missing
1017069026	privatized	2001-2005
1017137013	privatized	2001-2005
1017073911	privatized	>2005
1017144001	city-owned	missing
1017431191	city-owned	missing
1017071888	privatized	2001-2005
1017134715	city-owned	missing
1017074160	privatized	2001-2005
1017139156	privatized	>2005
1017030103	city-owned	missing
1017042349	city-owned	missing
1017038694	privatized	>2005
1017452610	privatized	2001-2005
1017068798	city-owned	missing
1017068780	city-owned	missing
1017437815	privatized	>2005
1017451001	city-owned	missing
1017067589	privatized	>2005
1017389624	city-owned	missing
1017074127	city-owned	missing
1017431442	privatized	>2005
1017075611	city-owned	missing
1017078611	city-owned	missing
1017431027	privatized	>2005
1017376191	city-owned	missing
1017031363	city-owned	missing
1017450935	city-owned	missing
1017077291	privatized	>2005
1017400164	city-owned	missing
1017139130	city-owned	missing
1017341346	city-owned	missing
1017067121	city-owned	missing
1017353131	privatized	>2005
1017028168	city-owned	missing
1017037591	city-owned	missing
1017355011	privatized	2001-2005
1017432848	city-owned	missing
1017149381	privatized	>2005
1017395446	city-owned	missing
1017400199	city-owned	missing
1017416346	privatized	>2005
1017352381	privatized	2001-2005
1017352259	privatized	2001-2005
1017031070	city-owned	missing
1017068402	city-owned	missing
1017438277	privatized	>2005
1017069492	privatized	2001-2005
1017068119	privatized	2001-2005
1017451834	city-owned	missing
1017032165	city-owned	missing
1017038066	privatized	2001-2005
1017080194	city-owned	missing
1017402183	city-owned	missing
1017148694	city-owned	missing
1017400121	city-owned	missing
1017070814	city-owned	missing
1017067309	city-owned	missing
1017069891	privatized	2001-2005
1017452211	city-owned	missing
1017146446	privatized	2001-2005
1017031002	city-owned	missing
1017138036	privatized	>2005
1017186961	privatized	>2005
1017067023	city-owned	missing
1017388989	city-owned	missing
1017431396	privatized	>2005
1017436428	privatized	>2005
1017144851	city-owned	missing
1017030669	city-owned	missing
1017451630	city-owned	missing
1017115711	city-owned	missing
1017178046	privatized	2001-2005
1017034311	privatized	>2005
1017069697	city-owned	missing
1017352330	privatized	2001-2005
1017071284	privatized	>2005
1017069077	privatized	2001-2005
1017451460	privatized	2001-2005
1017445362	privatized	2001-2005
1017443602	privatized	>2005
1017068836	city-owned	missing
1017139211	privatized	2001-2005
1017067031	privatized	2001-2005
1017034478	city-owned	missing
1017065594	privatized	>2005
1017077550	privatized	>2005
1017035300	privatized	>2005
1017343004	privatized	>2005
1017452652	city-owned	missing
1017140740	privatized	2001-2005
1017386340	privatized	>2005
1017036632	city-owned	missing
1017444960	privatized	2001-2005
1017424969	privatized	2001-2005
1017383111	privatized	>2005
1017114641	privatized	>2005
1017072591	privatized	>2005
1017452792	privatized	2001-2005
1017070598	city-owned	missing
1017032467	city-owned	missing
1017402116	city-owned	missing
1017069204	privatized	2001-2005
1017066132	privatized	2001-2005
1017110182	city-owned	missing
1017032432	city-owned	missing
1017065551	city-owned	missing
1017139148	privatized	>2005
1017186481	privatized	>2005
1017069018	privatized	2001-2005
1017137625	city-owned	missing
1017080101	city-owned	missing
1017033196	privatized	2001-2005
1017069395	privatized	>2005
1017402108	city-owned	missing
1017139938	privatized	2001-2005
1017069565	privatized	2001-2005
1017445605	privatized	>2005
1017138010	privatized	>2005
1017182116	city-owned	missing
1017068739	city-owned	missing
1017431400	privatized	>2005
1017075859	city-owned	missing
1017352241	privatized	2001-2005
1017077177	privatized	2001-2005
1017146403	city-owned	missing
1017035601	city-owned	missing
1017445834	privatized	2001-2005
1017067571	privatized	>2005
1017035181	privatized	2001-2005
1017354979	city-owned	missing
1017186529	city-owned	missing
1017345325	privatized	2001-2005
1017150982	privatized	2001-2005
1017109915	city-owned	missing
1017452270	privatized	2001-2005
1017065268	privatized	>2005
1017139709	city-owned	missing
1017076901	privatized	2001-2005
1017424233	privatized	>2005
1017149020	privatized	2001-2005
1017071292	privatized	2001-2005
1017074399	privatized	>2005
1017422770	privatized	2001-2005
1017417679	privatized	>2005
1017136785	privatized	>2005
1017073651	city-owned	missing
1017352097	privatized	>2005
1017064326	privatized	>2005
1017134723	privatized	>2005
1017388415	privatized	2001-2005
1017071306	privatized	>2005
1017071535	privatized	2001-2005
1017152039	city-owned	missing
1017374775	city-owned	missing
1017451931	privatized	>2005
1017436339	city-owned	missing
1017143838	city-owned	missing
1017451176	city-owned	missing
1017397163	city-owned	missing
1017063648	privatized	>2005
1017390274	city-owned	missing
1017400156	city-owned	missing
1017431434	privatized	>2005
1017037183	city-owned	missing
1017034869	privatized	>2005
1017063842	privatized	2001-2005
1017068062	privatized	2001-2005
1017443173	city-owned	missing
1017141959	privatized	>2005
1017034338	privatized	>2005
1017354618	city-owned	missing
1017143188	city-owned	missing
1017422991	city-owned	missing
1017055068	privatized	2001-2005
1017352615	privatized	2001-2005
1017034389	privatized	2001-2005
1017064598	privatized	>2005
1017139121	privatized	2001-2005
1017068437	privatized	>2005
1017033587	privatized	>2005
1017077037	privatized	2001-2005
1017143641	privatized	>2005
1017438005	privatized	2001-2005
1017443947	privatized	>2005
1017149151	privatized	2001-2005
1017355088	privatized	2001-2005
1017142700	city-owned	missing
1017434387	privatized	2001-2005
1017038082	privatized	2001-2005
1017425426	privatized	2001-2005
1017035679	privatized	>2005
1017067406	city-owned	missing
1017031134	city-owned	missing
1017069158	city-owned	missing
1017352283	privatized	2001-2005
1017137218	city-owned	missing
1017074488	city-owned	missing
1017063966	privatized	2001-2005
1017036144	privatized	>2005
1017446091	privatized	2001-2005
1017030804	privatized	>2005
1017032980	city-owned	missing
1017136122	privatized	>2005
1017037272	city-owned	missing
1017033072	privatized	>2005
1017146179	city-owned	missing
1017451338	city-owned	missing
1017036934	privatized	>2005
1017035261	city-owned	missing
1017427836	privatized	2001-2005
1017073805	privatized	>2005
1017059438	privatized	>2005
1017066728	privatized	>2005
1017444650	privatized	2001-2005
1017184526	privatized	2001-2005
1017139741	privatized	2001-2005
1017063672	privatized	2001-2005
1017111910	city-owned	missing
1017064539	privatized	2001-2005
1017431035	city-owned	missing
1017417172	privatized	>2005
1017031541	city-owned	missing
1017070857	privatized	2001-2005
1017074186	privatized	2001-2005
1017067970	city-owned	missing
1017450684	city-owned	missing
1017076766	privatized	2001-2005
1017072043	city-owned	missing
1017068330	privatized	2001-2005
1017036365	city-owned	missing
1017070962	privatized	2001-2005
1017149275	city-owned	missing
1017150672	privatized	>2005
1017147175	privatized	2001-2005
1017065390	privatized	2001-2005
1017146217	city-owned	missing
1017352437	privatized	>2005
1017431256	privatized	>2005
1017070091	privatized	>2005
1017028109	city-owned	missing
1017143048	city-owned	missing
1017069247	privatized	2001-2005
1017431043	privatized	>2005
1017033641	privatized	>2005
1017029407	city-owned	missing
1017069620	privatized	2001-2005
1017042241	city-owned	missing
1017341575	privatized	>2005
1017139091	privatized	2001-2005
1017143919	city-owned	missing
1017066671	privatized	2001-2005
1017038279	city-owned	missing
1017074895	city-owned	missing
1017143978	city-owned	missing
1017436347	city-owned	missing
1017451923	privatized	>2005
1017063605	privatized	2001-2005
1017072337	city-owned	missing
1017423989	city-owned	missing
1017032394	city-owned	missing
1017065781	privatized	2001-2005
1017452709	city-owned	missing
1017438790	city-owned	missing
1017070865	privatized	>2005
1017030707	city-owned	missing
1017036756	privatized	2001-2005
1017143455	city-owned	missing
1017030677	city-owned	missing
1017144117	city-owned	missing
1017066574	privatized	>2005
1017070024	privatized	2001-2005
1017435979	privatized	>2005
1017436479	privatized	2001-2005
1017070776	city-owned	missing
1017402124	city-owned	missing
1017109753	city-owned	missing
1017139512	privatized	>2005
1017136661	privatized	>2005
1017186499	privatized	>2005
1017034966	privatized	>2005
1017352291	privatized	2001-2005
1017443513	privatized	>2005
1017148660	privatized	2001-2005
1017045844	city-owned	missing
1017067228	privatized	2001-2005
1017070733	city-owned	missing
1017039658	city-owned	missing
1017037761	city-owned	missing
1017422346	privatized	>2005
1017355029	privatized	2001-2005
1017428646	privatized	>2005
1017066426	privatized	2001-2005
1017355061	privatized	2001-2005
1017434808	city-owned	missing
1017034991	city-owned	missing
1017075140	privatized	>2005
1017443785	city-owned	missing
1017446024	privatized	2001-2005
1017064024	privatized	2001-2005
1017445966	privatized	>2005
1017442894	city-owned	missing
1017143099	privatized	2001-2005
1017036811	city-owned	missing
1017070016	privatized	>2005
1017445389	privatized	2001-2005
1017444919	privatized	2001-2005
1017063818	city-owned	missing
1017352071	privatized	>2005
1017443891	privatized	>2005
1017069549	privatized	>2005
1017417733	city-owned	missing
1017059471	privatized	>2005
1017074445	city-owned	missing
1017068801	city-owned	missing
1017028052	city-owned	missing
1017136751	city-owned	missing
1017137005	privatized	2001-2005
1017442827	privatized	>2005
1017075204	city-owned	missing
1017451672	city-owned	missing
1017076979	privatized	>2005
1017416214	privatized	2001-2005
1017067171	privatized	2001-2005
1017185581	city-owned	missing
1017431019	privatized	>2005
1017079030	city-owned	missing
1017066639	privatized	2001-2005
1017400954	city-owned	missing
1017032751	city-owned	missing
1017352607	privatized	2001-2005
1017397155	city-owned	missing
1017443645	city-owned	missing
1017074925	privatized	>2005
1017425094	privatized	>2005
1017146152	city-owned	missing
1017421064	city-owned	missing
1017069883	privatized	2001-2005
1017067015	privatized	2001-2005
1017065357	city-owned	missing
1017035377	privatized	>2005
1017143218	city-owned	missing
1017078084	city-owned	missing
1017028478	city-owned	missing
1017445265	privatized	2001-2005
1017065888	privatized	2001-2005
1017141282	privatized	2001-2005
1017420939	city-owned	missing
1017452831	city-owned	missing
1017072841	city-owned	missing
1017402035	city-owned	missing
1017136807	city-owned	missing
1017072647	city-owned	missing
1017384002	city-owned	missing
1017443955	privatized	2001-2005
1017136726	privatized	2001-2005
1017075450	privatized	>2005
1017075824	city-owned	missing
1017445346	privatized	2001-2005
1017150044	city-owned	missing
1017064237	city-owned	missing
1017451842	privatized	2001-2005
1017071586	privatized	2001-2005
1017144273	city-owned	missing
1017443777	city-owned	missing
1017075654	city-owned	missing
1017071438	privatized	2001-2005
1017070997	privatized	2001-2005
1017436185	city-owned	missing
1017066744	city-owned	missing
1017032696	privatized	2001-2005
1017038261	privatized	>2005
1017066370	city-owned	missing
1017039399	privatized	2001-2005
1017452733	privatized	2001-2005
1017186847	city-owned	missing
1017070351	city-owned	missing
1017039381	privatized	>2005
1017144095	city-owned	missing
1017067210	privatized	2001-2005
1017038961	city-owned	missing
1017072540	city-owned	missing
1017115737	city-owned	missing
1017064946	privatized	2001-2005
1017074984	city-owned	missing
1017390835	privatized	>2005
1017335770	city-owned	missing
1017079846	city-owned	missing
1017425485	privatized	>2005
1017028427	city-owned	missing
1017439923	privatized	>2005
1017428565	privatized	2001-2005
1017064008	privatized	2001-2005
1017146101	privatized	2001-2005
1017064083	privatized	2001-2005
1017377537	city-owned	missing
1017077444	privatized	>2005
1017186545	privatized	2001-2005
1017036497	privatized	>2005
1017069867	privatized	2001-2005
1017444854	privatized	2001-2005
1017068089	privatized	2001-2005
1017067775	city-owned	missing
1017037566	privatized	>2005
1017134294	city-owned	missing
1017063745	privatized	2001-2005
1017446008	privatized	>2005
1017112096	city-owned	missing
1017079277	privatized	>2005
1017077592	privatized	>2005
1017391459	city-owned	missing
1017111936	city-owned	missing
1017430993	privatized	>2005
1017135371	privatized	>2005
1017355053	privatized	2001-2005
1017035237	privatized	2001-2005
1017074402	city-owned	missing
1017029041	city-owned	missing
1017036829	city-owned	missing
1017352119	privatized	>2005
1017353018	city-owned	missing
1017134766	privatized	>2005
1017074933	privatized	2001-2005
1017072639	city-owned	missing
1017397139	city-owned	missing
1017443904	privatized	2001-2005
1017431248	privatized	>2005
1017150966	privatized	2001-2005
1017442916	city-owned	missing
1017139458	privatized	>2005
1017072078	city-owned	missing
1017452849	city-owned	missing
1017037990	privatized	>2005
1017352160	privatized	2001-2005
1017071136	privatized	2001-2005
1017368724	privatized	>2005
1017071951	privatized	>2005
1017436355	city-owned	missing
1017148848	privatized	2001-2005
1017036951	city-owned	missing
1017075247	city-owned	missing
1017353123	privatized	>2005
1017072779	city-owned	missing
1017139695	city-owned	missing
1017068046	city-owned	missing
1017144265	city-owned	missing
1017438234	privatized	>2005
1017144231	privatized	2001-2005
1017065730	privatized	>2005
1017070555	privatized	2001-2005
1017032921	city-owned	missing
1017037205	city-owned	missing
1017438269	privatized	>2005
1017066973	privatized	2001-2005
1017417652	privatized	>2005
1017144915	privatized	2001-2005
1017353026	city-owned	missing
1017437602	privatized	2001-2005
1017437904	privatized	>2005
1017073511	privatized	>2005
1017031525	city-owned	missing
1017032815	privatized	>2005
1017431230	privatized	>2005
1017070652	city-owned	missing
1017401993	city-owned	missing
1017443858	privatized	>2005
1017429791	privatized	2001-2005
1017033056	privatized	>2005
1017067392	privatized	2001-2005
1017076961	privatized	2001-2005
1017427267	privatized	2001-2005
1017067520	privatized	2001-2005
1017186600	privatized	>2005
1017436321	privatized	>2005
1017065276	privatized	2001-2005
1017443581	privatized	2001-2005
1017431213	privatized	>2005
1017148805	city-owned	missing
1017032122	city-owned	missing
1017418021	privatized	>2005
1017445044	privatized	>2005
1017143757	city-owned	missing
1017034940	city-owned	missing
1017069310	privatized	2001-2005
1017352020	privatized	2001-2005
1017396477	city-owned	missing
1017068127	privatized	2001-2005
1017037663	city-owned	missing
1017416702	privatized	>2005
1017142688	city-owned	missing
1017433925	privatized	2001-2005
1017445168	city-owned	missing
1017064873	privatized	>2005
1017075875	privatized	>2005
1017341877	privatized	2001-2005
1017028125	city-owned	missing
1017352534	privatized	2001-2005
1017070008	privatized	2001-2005
1017069450	privatized	2001-2005
1017136602	privatized	>2005
1017139717	city-owned	missing
1017038171	privatized	>2005
1017137536	privatized	2001-2005
1017426597	privatized	>2005
1017451940	privatized	2001-2005
1017352135	privatized	2001-2005
1017397112	city-owned	missing
1017080011	city-owned	missing
1017066655	privatized	2001-2005
1017397091	city-owned	missing
1017032386	city-owned	missing
1017445257	privatized	>2005
1017438731	privatized	>2005
1017418471	privatized	>2005
1017076553	city-owned	missing
1017364818	privatized	>2005
1017065411	privatized	2001-2005
1017036055	privatized	>2005
1017066116	privatized	>2005
1017033218	city-owned	missing
1017144109	privatized	>2005
1017352453	privatized	>2005
1017071314	privatized	>2005
1017443181	privatized	2001-2005
1017071110	privatized	2001-2005
1017033455	privatized	>2005
1017073767	city-owned	missing
1017148791	privatized	2001-2005
1017036985	privatized	2001-2005
1017074682	privatized	>2005
1017073619	privatized	2001-2005
1017065675	privatized	2001-2005
1017074941	privatized	>2005
1017066493	city-owned	missing
1017037981	privatized	2001-2005
1017064903	city-owned	missing
1017038708	city-owned	missing
1017149313	city-owned	missing
1017143412	privatized	>2005
1017396485	city-owned	missing
1017437823	privatized	>2005
1017431540	privatized	>2005
1017112134	city-owned	missing
1017070181	privatized	2001-2005
1017187321	city-owned	missing
1017401764	city-owned	missing
1017033242	privatized	>2005
1017437891	city-owned	missing
1017070113	privatized	2001-2005
1017029521	city-owned	missing
1017136149	city-owned	missing
1017446032	privatized	2001-2005
1017137838	city-owned	missing
1017391564	city-owned	missing
1017134740	city-owned	missing
1017139750	city-owned	missing
1017142734	city-owned	missing
1017144371	city-owned	missing
1017108471	city-owned	missing
1017144974	city-owned	missing
1017365130	city-owned	missing
1017364800	privatized	>2005
1017435081	privatized	2001-2005
1017437211	privatized	>2005
1017143935	city-owned	missing
1017352968	privatized	>2005
1017063796	city-owned	missing
1017065489	privatized	2001-2005
1017079838	privatized	>2005
1017443319	privatized	>2005
1017142815	privatized	>2005
1017066035	privatized	2001-2005
1017142416	city-owned	missing
1017134359	privatized	2001-2005
1017073635	privatized	>2005
1017070971	privatized	2001-2005
1017032998	city-owned	missing
1017111529	city-owned	missing
1017069778	city-owned	missing
1017428786	privatized	>2005
1017029628	city-owned	missing
1017436452	privatized	2001-2005
1017402167	city-owned	missing
1017146616	city-owned	missing
1017147132	privatized	>2005
1017068984	privatized	2001-2005
1017069484	privatized	2001-2005
1017072523	privatized	2001-2005
1017437203	privatized	>2005
1017391530	city-owned	missing
1017443637	city-owned	missing
1017147337	city-owned	missing
1017075638	city-owned	missing
1017032807	privatized	2001-2005
1017143471	privatized	>2005
1017071055	privatized	2001-2005
1017442886	city-owned	missing
1017065136	privatized	>2005
1017033315	privatized	>2005
1017136971	city-owned	missing
1017427844	privatized	2001-2005
1017030529	city-owned	missing
1017065365	city-owned	missing
1017146489	privatized	2001-2005
1017143650	city-owned	missing
1017184623	city-owned	missing
1017446059	city-owned	missing
1017431515	privatized	>2005
1017066337	city-owned	missing
1017071039	city-owned	missing
1017146161	privatized	>2005
1017443386	privatized	2001-2005
1017452768	city-owned	missing
1017390550	city-owned	missing
1017445737	privatized	2001-2005
1017038317	city-owned	missing
1017028516	city-owned	missing
1017146632	privatized	>2005
1017071977	privatized	2001-2005
1017035148	city-owned	missing
1017035121	privatized	>2005
1017144354	city-owned	missing
1017366560	privatized	2001-2005
1017072582	city-owned	missing
1017445222	privatized	2001-2005
1017065624	city-owned	missing
1017396141	privatized	>2005
1017067198	privatized	>2005
1017352976	privatized	>2005
1017069603	privatized	2001-2005
1017443491	privatized	2001-2005
1017072850	city-owned	missing
1017428808	privatized	>2005
1017397252	city-owned	missing
1017352526	privatized	2001-2005
1017139911	privatized	2001-2005
1017445303	privatized	>2005
1017186987	privatized	>2005
1017146420	city-owned	missing
1017080054	city-owned	missing
1017077126	city-owned	missing
1017070890	city-owned	missing
1017345465	privatized	2001-2005
1017075590	privatized	2001-2005
1017066086	privatized	2001-2005
1017070288	privatized	2001-2005
1017076839	city-owned	missing
1017063991	privatized	2001-2005
1017111928	city-owned	missing
1017385211	privatized	>2005
1017073627	privatized	2001-2005
1017113521	privatized	2001-2005
1017035130	privatized	>2005
1017065373	city-owned	missing
1017143358	city-owned	missing
1017427852	privatized	2001-2005
1017067350	privatized	2001-2005
1017071152	privatized	2001-2005
1017390215	privatized	2001-2005
1017186952	privatized	>2005
1017032718	privatized	2001-2005
1017143439	privatized	2001-2005
1017070709	city-owned	missing
1017136734	city-owned	missing
1017137978	privatized	>2005
1017373914	city-owned	missing
1017444790	privatized	2001-2005
1017143277	city-owned	missing
1017033382	city-owned	missing
1017036101	city-owned	missing
1017437611	privatized	>2005
1017352411	privatized	>2005
1017149330	city-owned	missing
1017070873	city-owned	missing
1017065454	privatized	2001-2005
1017181268	city-owned	missing
1017140308	privatized	2001-2005
1017070083	privatized	>2005
1017333408	city-owned	missing
1017354651	privatized	2001-2005
1017139423	privatized	2001-2005
1017364788	privatized	>2005
1017072531	privatized	>2005
1017030553	city-owned	missing
1017443106	city-owned	missing
1017382018	city-owned	missing
1017071527	city-owned	missing
1017066060	city-owned	missing
1017069646	city-owned	missing
1017034257	privatized	>2005
1017069344	city-owned	missing
1017435189	city-owned	missing
1017444820	privatized	>2005
1017028389	city-owned	missing
1017064733	privatized	2001-2005
1017372811	privatized	>2005
1017034397	privatized	>2005
1017352372	privatized	2001-2005
1017429812	city-owned	missing
1017451524	city-owned	missing
1017184364	privatized	2001-2005
1017397261	city-owned	missing
1017364796	privatized	>2005
1017451796	city-owned	missing
1017400261	city-owned	missing
1017417962	privatized	>2005
1017143374	city-owned	missing
1017073538	city-owned	missing
1017138991	privatized	>2005
1017039992	city-owned	missing
1017028320	privatized	2001-2005
1017072787	city-owned	missing
1017069981	privatized	2001-2005
1017397180	city-owned	missing
1017352488	privatized	2001-2005
1017072370	privatized	2001-2005
1017416338	privatized	>2005
1017352054	privatized	>2005
1017070831	city-owned	missing
1017068038	privatized	2001-2005
1017037141	privatized	>2005
1017431451	city-owned	missing
1017033251	privatized	2001-2005
1017033358	privatized	2001-2005
1017415757	privatized	>2005
1017434875	privatized	2001-2005
1017066663	privatized	2001-2005
1017072507	privatized	>2005
1017422923	city-owned	missing
1017397171	city-owned	missing
